Step,Loss,LR,Gate_Values
15840,3.2718,0.000285,"[0.524,0.717,0.859]"
15850,3.5887,0.000285,"[0.523,0.753,0.859]"
15860,3.4897,0.000285,"[0.528,0.735,0.856]"
15870,3.3202,0.000285,"[0.531,0.737,0.843]"
15880,3.4899,0.000285,"[0.529,0.729,0.849]"
15890,3.3307,0.000285,"[0.537,0.733,0.854]"
15900,3.4253,0.000285,"[0.532,0.735,0.852]"
15910,3.3778,0.000285,"[0.536,0.739,0.861]"
15920,3.5202,0.000285,"[0.541,0.734,0.870]"
15930,3.4399,0.000285,"[0.526,0.731,0.854]"
15940,3.5533,0.000285,"[0.523,0.732,0.829]"
15950,3.4290,0.000285,"[0.532,0.744,0.859]"
15960,3.5049,0.000285,"[0.520,0.735,0.844]"
15970,3.3387,0.000285,"[0.522,0.740,0.858]"
15980,3.5408,0.000285,"[0.528,0.728,0.845]"
15990,3.5873,0.000285,"[0.522,0.739,0.843]"
16000,3.3427,0.000285,"[0.538,0.745,0.854]"
16010,3.5099,0.000285,"[0.517,0.735,0.843]"
16020,3.5957,0.000285,"[0.528,0.728,0.846]"
16030,3.3468,0.000285,"[0.528,0.746,0.872]"
16040,3.5715,0.000285,"[0.520,0.729,0.843]"
16050,3.3819,0.000285,"[0.524,0.729,0.851]"
16060,3.6323,0.000285,"[0.522,0.737,0.857]"
16070,3.6075,0.000285,"[0.527,0.750,0.846]"
16080,3.5018,0.000285,"[0.520,0.737,0.847]"
16090,3.2901,0.000285,"[0.525,0.733,0.857]"
16100,3.4224,0.000285,"[0.524,0.739,0.851]"
16110,3.3023,0.000285,"[0.520,0.736,0.857]"
16120,3.5224,0.000285,"[0.543,0.740,0.857]"
16130,3.5032,0.000285,"[0.527,0.735,0.841]"
16140,3.5254,0.000285,"[0.549,0.745,0.861]"
16150,3.5286,0.000285,"[0.528,0.732,0.838]"
16160,3.3650,0.000285,"[0.526,0.724,0.855]"
16170,3.3773,0.000285,"[0.530,0.734,0.858]"
16180,3.5676,0.000285,"[0.522,0.740,0.846]"
16190,3.6483,0.000285,"[0.525,0.740,0.842]"
16200,3.5590,0.000285,"[0.524,0.743,0.852]"
16210,3.7252,0.000285,"[0.536,0.752,0.853]"
16220,3.4591,0.000285,"[0.532,0.732,0.857]"
16230,3.4918,0.000285,"[0.533,0.737,0.832]"
16240,3.5553,0.000285,"[0.525,0.739,0.845]"
16250,3.3856,0.000284,"[0.535,0.739,0.853]"
16260,3.3543,0.000284,"[0.543,0.745,0.852]"
16270,3.4863,0.000284,"[0.523,0.730,0.850]"
16280,3.4403,0.000284,"[0.523,0.738,0.872]"
16290,3.5148,0.000284,"[0.524,0.744,0.857]"
16300,3.4976,0.000284,"[0.536,0.739,0.857]"
16310,3.4289,0.000284,"[0.534,0.727,0.841]"
16320,3.5228,0.000284,"[0.538,0.734,0.860]"
16330,3.5171,0.000284,"[0.533,0.736,0.848]"
16340,3.6126,0.000284,"[0.531,0.733,0.840]"
16350,3.5653,0.000284,"[0.521,0.735,0.846]"
16360,3.4460,0.000284,"[0.539,0.742,0.868]"
16370,3.4564,0.000284,"[0.534,0.730,0.849]"
16380,3.3780,0.000284,"[0.528,0.735,0.845]"
16390,3.5491,0.000284,"[0.528,0.739,0.848]"
16400,3.4114,0.000284,"[0.529,0.739,0.859]"
16410,3.4790,0.000284,"[0.536,0.747,0.857]"
16420,3.2604,0.000284,"[0.537,0.734,0.867]"
16430,3.4260,0.000284,"[0.534,0.738,0.865]"
16440,3.4089,0.000284,"[0.531,0.755,0.863]"
16450,3.5420,0.000284,"[0.524,0.740,0.853]"
16460,3.3939,0.000284,"[0.537,0.742,0.860]"
16470,3.3852,0.000284,"[0.526,0.736,0.853]"
16480,3.5369,0.000284,"[0.510,0.743,0.856]"
16490,3.6240,0.000284,"[0.529,0.747,0.847]"
16500,3.4256,0.000284,"[0.525,0.733,0.852]"
16510,3.4747,0.000284,"[0.540,0.746,0.864]"
16520,3.6596,0.000284,"[0.546,0.740,0.849]"
16530,3.6251,0.000284,"[0.526,0.732,0.848]"
16540,3.3513,0.000284,"[0.525,0.734,0.853]"
16550,3.3903,0.000284,"[0.536,0.731,0.865]"
16560,3.3206,0.000284,"[0.535,0.738,0.878]"
16570,3.4892,0.000284,"[0.541,0.734,0.867]"
16580,3.4972,0.000284,"[0.519,0.736,0.853]"
16590,3.5838,0.000284,"[0.526,0.742,0.841]"
16600,3.6095,0.000284,"[0.529,0.743,0.848]"
16610,3.5072,0.000284,"[0.535,0.748,0.859]"
16620,3.3796,0.000284,"[0.539,0.736,0.870]"
16630,3.4577,0.000284,"[0.539,0.739,0.864]"
16640,3.5093,0.000284,"[0.531,0.741,0.857]"
16650,3.4686,0.000284,"[0.542,0.735,0.851]"
16660,3.4537,0.000284,"[0.529,0.725,0.850]"
16670,3.4697,0.000284,"[0.544,0.746,0.853]"
16680,3.3369,0.000284,"[0.530,0.748,0.861]"
16690,3.3277,0.000284,"[0.544,0.752,0.858]"
16700,3.4528,0.000284,"[0.535,0.730,0.853]"
16710,3.5057,0.000284,"[0.532,0.739,0.853]"
16720,3.5514,0.000284,"[0.519,0.743,0.851]"
16730,3.5031,0.000284,"[0.542,0.747,0.859]"
16740,3.7044,0.000284,"[0.533,0.743,0.854]"
16750,3.4103,0.000283,"[0.539,0.741,0.845]"
16760,3.4256,0.000283,"[0.527,0.736,0.871]"
16770,3.2534,0.000283,"[0.533,0.730,0.854]"
16780,3.3503,0.000283,"[0.527,0.743,0.844]"
16790,3.5826,0.000283,"[0.533,0.746,0.851]"
16800,3.5420,0.000283,"[0.540,0.744,0.857]"
16810,3.5610,0.000283,"[0.534,0.739,0.848]"
16820,3.4891,0.000283,"[0.541,0.737,0.844]"
16830,3.5214,0.000283,"[0.541,0.745,0.854]"
16840,3.4378,0.000283,"[0.533,0.762,0.873]"
16850,3.4814,0.000283,"[0.531,0.752,0.867]"
16860,3.6179,0.000283,"[0.534,0.748,0.844]"
16870,3.3785,0.000283,"[0.538,0.745,0.861]"
16880,3.5170,0.000283,"[0.535,0.740,0.856]"
16890,3.5709,0.000283,"[0.542,0.740,0.858]"
16900,3.5114,0.000283,"[0.537,0.749,0.855]"
16910,3.6185,0.000283,"[0.535,0.748,0.859]"
16920,3.4071,0.000283,"[0.531,0.752,0.855]"
16930,3.5444,0.000283,"[0.526,0.736,0.858]"
16940,3.5919,0.000283,"[0.526,0.740,0.850]"
16950,3.6095,0.000283,"[0.526,0.748,0.844]"
16960,3.4501,0.000283,"[0.532,0.749,0.843]"
16970,3.4691,0.000283,"[0.533,0.742,0.863]"
16980,3.4441,0.000283,"[0.528,0.747,0.876]"
16990,3.5059,0.000283,"[0.544,0.744,0.854]"
17000,3.5492,0.000283,"[0.532,0.736,0.852]"
17010,3.4702,0.000283,"[0.529,0.740,0.867]"
17020,3.5394,0.000283,"[0.535,0.754,0.860]"
17030,3.5285,0.000283,"[0.536,0.744,0.845]"
17040,3.5663,0.000283,"[0.536,0.741,0.846]"
17050,3.4787,0.000283,"[0.532,0.742,0.843]"
17060,3.3870,0.000283,"[0.546,0.742,0.853]"
17070,3.4352,0.000283,"[0.537,0.740,0.866]"
17080,3.2716,0.000283,"[0.535,0.735,0.864]"
17090,3.4932,0.000283,"[0.540,0.742,0.862]"
17100,3.6127,0.000283,"[0.543,0.743,0.863]"
17110,3.3538,0.000283,"[0.526,0.734,0.840]"
17120,3.3998,0.000283,"[0.541,0.737,0.858]"
17130,3.5688,0.000283,"[0.531,0.743,0.855]"
17140,3.5013,0.000283,"[0.528,0.730,0.835]"
17150,3.4178,0.000283,"[0.539,0.742,0.864]"
17160,3.5288,0.000283,"[0.546,0.736,0.851]"
17170,3.4150,0.000283,"[0.538,0.737,0.846]"
17180,3.4602,0.000283,"[0.530,0.733,0.860]"
17190,3.5536,0.000283,"[0.557,0.749,0.852]"
17200,3.5669,0.000283,"[0.540,0.745,0.861]"
17210,3.4704,0.000283,"[0.535,0.743,0.876]"
17220,3.4872,0.000283,"[0.533,0.746,0.855]"
17230,3.6046,0.000282,"[0.534,0.749,0.849]"
17240,3.5870,0.000282,"[0.546,0.755,0.849]"
17250,3.4444,0.000282,"[0.529,0.735,0.841]"
17260,3.3315,0.000282,"[0.541,0.732,0.847]"
17270,3.5411,0.000282,"[0.538,0.740,0.850]"
17280,3.5371,0.000282,"[0.546,0.754,0.858]"
17290,3.4962,0.000282,"[0.537,0.740,0.856]"
17300,3.5371,0.000282,"[0.535,0.729,0.841]"
17310,3.4279,0.000282,"[0.521,0.737,0.858]"
17320,3.4598,0.000282,"[0.533,0.738,0.850]"
17330,3.5222,0.000282,"[0.554,0.754,0.859]"
17340,3.5452,0.000282,"[0.537,0.734,0.851]"
17350,3.4700,0.000282,"[0.539,0.739,0.853]"
17360,3.4937,0.000282,"[0.544,0.733,0.830]"
17370,3.4413,0.000282,"[0.530,0.728,0.856]"
17380,3.5966,0.000282,"[0.544,0.740,0.848]"
17390,3.4442,0.000282,"[0.531,0.741,0.855]"
17400,3.3324,0.000282,"[0.534,0.733,0.843]"
17410,3.4127,0.000282,"[0.541,0.737,0.848]"
17420,3.5779,0.000282,"[0.535,0.744,0.854]"
17430,3.3776,0.000282,"[0.535,0.745,0.859]"
17440,3.4252,0.000282,"[0.541,0.739,0.847]"
17450,3.5446,0.000282,"[0.522,0.730,0.831]"
17460,3.2767,0.000282,"[0.537,0.732,0.845]"
17470,3.5958,0.000282,"[0.538,0.749,0.846]"
17480,3.6364,0.000282,"[0.531,0.755,0.872]"
17490,3.2309,0.000282,"[0.534,0.730,0.854]"
17500,3.4868,0.000282,"[0.534,0.739,0.847]"
17510,3.5113,0.000282,"[0.540,0.749,0.851]"
17520,3.6983,0.000282,"[0.528,0.735,0.841]"
17530,3.4285,0.000282,"[0.553,0.740,0.871]"
17540,3.5765,0.000282,"[0.529,0.736,0.840]"
17550,3.4268,0.000282,"[0.545,0.741,0.849]"
17560,3.5376,0.000282,"[0.533,0.740,0.872]"
17570,3.4405,0.000282,"[0.539,0.739,0.855]"
17580,3.5112,0.000282,"[0.536,0.732,0.841]"
17590,3.4095,0.000282,"[0.538,0.742,0.867]"
17600,3.5890,0.000282,"[0.547,0.745,0.847]"
17610,3.4772,0.000282,"[0.541,0.748,0.859]"
17620,3.4525,0.000282,"[0.532,0.751,0.862]"
17630,3.4419,0.000282,"[0.546,0.748,0.862]"
17640,3.8116,0.000282,"[0.558,0.764,0.856]"
17650,3.5405,0.000282,"[0.527,0.745,0.848]"
17660,3.3965,0.000282,"[0.538,0.749,0.863]"
17670,3.5275,0.000282,"[0.539,0.734,0.857]"
17680,3.5181,0.000282,"[0.541,0.746,0.856]"
17690,3.3671,0.000282,"[0.532,0.743,0.862]"
17700,3.5085,0.000281,"[0.538,0.738,0.845]"
17710,3.3938,0.000281,"[0.535,0.749,0.852]"
17720,3.3646,0.000281,"[0.555,0.753,0.873]"
17730,3.7026,0.000281,"[0.540,0.749,0.854]"
17740,3.4684,0.000281,"[0.545,0.749,0.864]"
17750,3.5324,0.000281,"[0.546,0.748,0.867]"
17760,3.4874,0.000281,"[0.537,0.739,0.847]"
17770,3.4496,0.000281,"[0.545,0.745,0.851]"
17780,3.3540,0.000281,"[0.545,0.739,0.848]"
17790,3.5226,0.000281,"[0.538,0.745,0.860]"
17800,3.4208,0.000281,"[0.541,0.742,0.842]"
17810,3.5256,0.000281,"[0.524,0.746,0.845]"
17820,3.3466,0.000281,"[0.531,0.748,0.847]"
17830,3.5791,0.000281,"[0.538,0.744,0.854]"
17840,3.4385,0.000281,"[0.534,0.743,0.852]"
17850,3.3925,0.000281,"[0.538,0.730,0.863]"
17860,3.4096,0.000281,"[0.533,0.747,0.858]"
17870,3.4232,0.000281,"[0.549,0.746,0.863]"
17880,3.4298,0.000281,"[0.532,0.743,0.849]"
17890,3.5567,0.000281,"[0.540,0.740,0.850]"
17900,3.2973,0.000281,"[0.545,0.742,0.858]"
17910,3.4856,0.000281,"[0.547,0.748,0.875]"
17920,3.5726,0.000281,"[0.547,0.757,0.867]"
17930,3.5908,0.000281,"[0.531,0.731,0.844]"
17940,3.5130,0.000281,"[0.536,0.747,0.859]"
17950,3.2966,0.000281,"[0.544,0.740,0.858]"
17960,3.5784,0.000281,"[0.541,0.751,0.870]"
17970,3.5095,0.000281,"[0.546,0.742,0.870]"
17980,3.5500,0.000281,"[0.539,0.739,0.850]"
17990,3.3968,0.000281,"[0.539,0.746,0.851]"
18000,3.4570,0.000281,"[0.540,0.749,0.866]"
18010,3.4309,0.000281,"[0.539,0.745,0.866]"
18020,3.3800,0.000281,"[0.534,0.736,0.863]"
18030,3.5012,0.000281,"[0.539,0.752,0.864]"
18040,3.4787,0.000281,"[0.555,0.745,0.853]"
18050,3.5183,0.000281,"[0.553,0.746,0.865]"
18060,3.3510,0.000281,"[0.540,0.731,0.857]"
18070,3.4661,0.000281,"[0.536,0.747,0.872]"
18080,3.3549,0.000281,"[0.546,0.741,0.860]"
18090,3.3447,0.000281,"[0.544,0.742,0.865]"
18100,3.6355,0.000281,"[0.553,0.755,0.872]"
18110,3.6037,0.000281,"[0.536,0.753,0.851]"
18120,3.5456,0.000281,"[0.537,0.738,0.865]"
18130,3.3733,0.000281,"[0.537,0.734,0.868]"
18140,3.4698,0.000281,"[0.548,0.734,0.852]"
18150,3.3983,0.000280,"[0.550,0.745,0.855]"
18160,3.3834,0.000280,"[0.527,0.739,0.858]"
18170,3.4999,0.000280,"[0.543,0.752,0.859]"
18180,3.3009,0.000280,"[0.552,0.743,0.873]"
18190,3.4091,0.000280,"[0.537,0.749,0.870]"
18200,3.5880,0.000280,"[0.543,0.749,0.846]"
18210,3.4912,0.000280,"[0.534,0.743,0.866]"
18220,3.6003,0.000280,"[0.537,0.754,0.843]"
18230,3.6042,0.000280,"[0.546,0.753,0.879]"
18240,3.3891,0.000280,"[0.548,0.752,0.867]"
18250,3.3910,0.000280,"[0.533,0.746,0.856]"
18260,3.3109,0.000280,"[0.541,0.738,0.861]"
18270,3.3911,0.000280,"[0.540,0.740,0.856]"
18280,3.5428,0.000280,"[0.535,0.745,0.849]"
18290,3.4700,0.000280,"[0.542,0.749,0.866]"
18300,3.4242,0.000280,"[0.540,0.724,0.849]"
18310,3.4885,0.000280,"[0.549,0.745,0.868]"
18320,3.4269,0.000280,"[0.537,0.736,0.856]"
18330,3.5761,0.000280,"[0.549,0.747,0.858]"
18340,3.5869,0.000280,"[0.534,0.747,0.861]"
18350,3.2593,0.000280,"[0.530,0.749,0.869]"
18360,3.4689,0.000280,"[0.540,0.748,0.879]"
18370,3.5373,0.000280,"[0.553,0.758,0.857]"
18380,3.5286,0.000280,"[0.543,0.740,0.857]"
18390,3.3570,0.000280,"[0.532,0.741,0.862]"
18400,3.2753,0.000280,"[0.536,0.738,0.862]"
18410,3.5160,0.000280,"[0.534,0.742,0.863]"
18420,3.6058,0.000280,"[0.551,0.747,0.875]"
18430,3.5196,0.000280,"[0.545,0.735,0.855]"
18440,3.3180,0.000280,"[0.531,0.733,0.854]"
18450,3.3974,0.000280,"[0.542,0.754,0.881]"
18460,3.5390,0.000280,"[0.541,0.748,0.857]"
18470,3.6992,0.000280,"[0.551,0.742,0.858]"
18480,3.4044,0.000280,"[0.546,0.731,0.851]"
18490,3.5615,0.000280,"[0.544,0.752,0.875]"
18500,3.4626,0.000280,"[0.539,0.747,0.854]"
18510,3.4853,0.000280,"[0.539,0.754,0.862]"
18520,3.4306,0.000280,"[0.542,0.744,0.875]"
18530,3.3725,0.000280,"[0.542,0.744,0.879]"
18540,3.4924,0.000280,"[0.547,0.749,0.855]"
18550,3.2873,0.000280,"[0.545,0.741,0.868]"
18560,3.5009,0.000280,"[0.526,0.751,0.863]"
18570,3.4027,0.000280,"[0.555,0.748,0.867]"
18580,3.3357,0.000280,"[0.544,0.750,0.859]"
18590,3.4944,0.000280,"[0.545,0.752,0.853]"
18600,3.3141,0.000279,"[0.546,0.749,0.862]"
18610,3.3936,0.000279,"[0.535,0.744,0.861]"
18620,3.3634,0.000279,"[0.539,0.755,0.870]"
18630,3.3564,0.000279,"[0.539,0.743,0.873]"
18640,3.4187,0.000279,"[0.537,0.737,0.858]"
18650,3.4708,0.000279,"[0.542,0.749,0.878]"
18660,3.3999,0.000279,"[0.534,0.748,0.868]"
18670,3.2533,0.000279,"[0.544,0.748,0.873]"
18680,3.5307,0.000279,"[0.541,0.731,0.856]"
18690,3.5530,0.000279,"[0.528,0.743,0.859]"
18700,3.3083,0.000279,"[0.539,0.732,0.849]"
18710,3.5063,0.000279,"[0.545,0.741,0.866]"
18720,3.4590,0.000279,"[0.538,0.733,0.863]"
18730,3.5217,0.000279,"[0.547,0.749,0.872]"
18740,3.5167,0.000279,"[0.530,0.744,0.863]"
18750,3.5578,0.000279,"[0.563,0.746,0.854]"
18760,3.4870,0.000279,"[0.547,0.744,0.852]"
18770,3.5487,0.000279,"[0.546,0.735,0.856]"
18780,3.3060,0.000279,"[0.552,0.746,0.858]"
18790,3.5142,0.000279,"[0.539,0.748,0.864]"
18800,3.3715,0.000279,"[0.541,0.740,0.857]"
18810,3.6178,0.000279,"[0.539,0.757,0.875]"
18820,3.4353,0.000279,"[0.540,0.741,0.847]"
18830,3.3208,0.000279,"[0.539,0.741,0.857]"
18840,3.3048,0.000279,"[0.541,0.749,0.863]"
18850,3.4465,0.000279,"[0.542,0.742,0.851]"
18860,3.3540,0.000279,"[0.531,0.740,0.845]"
18870,3.4299,0.000279,"[0.551,0.741,0.874]"
18880,3.3249,0.000279,"[0.542,0.744,0.858]"
18890,3.3572,0.000279,"[0.538,0.746,0.886]"
18900,3.3501,0.000279,"[0.550,0.745,0.866]"
18910,3.6305,0.000279,"[0.557,0.760,0.866]"
18920,3.5342,0.000279,"[0.546,0.749,0.861]"
18930,3.5243,0.000279,"[0.535,0.748,0.864]"
18940,3.3514,0.000279,"[0.549,0.754,0.860]"
18950,3.3456,0.000279,"[0.542,0.743,0.866]"
18960,3.3466,0.000279,"[0.543,0.746,0.873]"
18970,3.3473,0.000279,"[0.541,0.747,0.853]"
18980,3.5338,0.000279,"[0.548,0.758,0.868]"
18990,3.5290,0.000279,"[0.535,0.759,0.842]"
19000,3.6304,0.000279,"[0.553,0.754,0.862]"
19010,3.3117,0.000279,"[0.536,0.755,0.860]"
19020,3.2905,0.000279,"[0.540,0.749,0.863]"
19030,3.4511,0.000278,"[0.538,0.754,0.874]"
19040,3.4724,0.000278,"[0.561,0.756,0.866]"
19050,3.3402,0.000278,"[0.536,0.745,0.873]"
19060,3.4585,0.000278,"[0.538,0.737,0.864]"
19070,3.5588,0.000278,"[0.549,0.750,0.864]"
19080,3.5461,0.000278,"[0.543,0.755,0.858]"
19090,3.6077,0.000278,"[0.544,0.750,0.857]"
19100,3.4416,0.000278,"[0.544,0.733,0.855]"
19110,3.3663,0.000278,"[0.541,0.745,0.866]"
19120,3.3976,0.000278,"[0.550,0.749,0.867]"
19130,3.4168,0.000278,"[0.548,0.745,0.879]"
19140,3.5485,0.000278,"[0.551,0.758,0.861]"
19150,3.3563,0.000278,"[0.545,0.749,0.873]"
19160,3.5610,0.000278,"[0.538,0.740,0.857]"
19170,3.5333,0.000278,"[0.535,0.746,0.854]"
19180,3.6488,0.000278,"[0.552,0.746,0.862]"
19190,3.2983,0.000278,"[0.536,0.746,0.858]"
19200,3.4189,0.000278,"[0.552,0.751,0.882]"
19210,3.3342,0.000278,"[0.546,0.744,0.872]"
19220,3.5043,0.000278,"[0.549,0.743,0.868]"
19230,3.5263,0.000278,"[0.558,0.755,0.887]"
19240,3.5411,0.000278,"[0.549,0.745,0.876]"
19250,3.4051,0.000278,"[0.544,0.748,0.870]"
19260,3.2797,0.000278,"[0.552,0.740,0.883]"
19270,3.5663,0.000278,"[0.538,0.758,0.871]"
19280,3.5194,0.000278,"[0.548,0.756,0.871]"
19290,3.3068,0.000278,"[0.542,0.750,0.861]"
19300,3.2235,0.000278,"[0.548,0.744,0.874]"
19310,3.3406,0.000278,"[0.559,0.743,0.868]"
19320,3.4601,0.000278,"[0.549,0.742,0.874]"
19330,3.4601,0.000278,"[0.551,0.758,0.877]"
19340,3.5493,0.000278,"[0.539,0.752,0.859]"
19350,3.4064,0.000278,"[0.543,0.748,0.857]"
19360,3.5034,0.000278,"[0.546,0.747,0.856]"
19370,3.3712,0.000278,"[0.551,0.731,0.862]"
19380,3.4926,0.000278,"[0.542,0.745,0.852]"
19390,3.4971,0.000278,"[0.534,0.740,0.851]"
19400,3.4404,0.000278,"[0.537,0.757,0.864]"
19410,3.3270,0.000278,"[0.541,0.746,0.860]"
19420,3.2554,0.000278,"[0.555,0.745,0.870]"
19430,3.3233,0.000278,"[0.548,0.744,0.880]"
19440,3.4255,0.000278,"[0.547,0.746,0.869]"
19450,3.4580,0.000278,"[0.550,0.743,0.857]"
19460,3.2179,0.000277,"[0.544,0.741,0.876]"
19470,3.4589,0.000277,"[0.544,0.745,0.856]"
19480,3.4357,0.000277,"[0.543,0.745,0.867]"
19490,3.5223,0.000277,"[0.542,0.735,0.851]"
19500,3.3443,0.000277,"[0.547,0.732,0.849]"
19510,3.4518,0.000277,"[0.542,0.737,0.867]"
19520,3.2890,0.000277,"[0.550,0.740,0.866]"
19530,3.3363,0.000277,"[0.542,0.752,0.865]"
19540,3.4246,0.000277,"[0.543,0.749,0.856]"
19550,3.5531,0.000277,"[0.548,0.752,0.873]"
19560,3.3131,0.000277,"[0.547,0.742,0.866]"
19570,3.3249,0.000277,"[0.539,0.747,0.868]"
19580,3.4883,0.000277,"[0.557,0.752,0.861]"
19590,3.4309,0.000277,"[0.553,0.762,0.882]"
19600,3.4424,0.000277,"[0.558,0.749,0.864]"
19610,3.4384,0.000277,"[0.546,0.741,0.857]"
19620,3.4293,0.000277,"[0.552,0.746,0.857]"
19630,3.3575,0.000277,"[0.547,0.749,0.886]"
19640,3.6092,0.000277,"[0.539,0.744,0.864]"
19650,3.4205,0.000277,"[0.547,0.738,0.863]"
19660,3.2955,0.000277,"[0.562,0.750,0.875]"
19670,3.4185,0.000277,"[0.550,0.741,0.871]"
19680,3.4745,0.000277,"[0.548,0.752,0.856]"
19690,3.2951,0.000277,"[0.546,0.749,0.874]"
19700,3.5889,0.000277,"[0.549,0.747,0.857]"
19710,3.5750,0.000277,"[0.552,0.736,0.850]"
19720,3.4627,0.000277,"[0.558,0.742,0.877]"
19730,3.3670,0.000277,"[0.543,0.738,0.857]"
19740,3.4270,0.000277,"[0.544,0.741,0.854]"
19750,3.4989,0.000277,"[0.552,0.758,0.860]"
19760,3.1718,0.000277,"[0.547,0.731,0.837]"
19770,3.4668,0.000277,"[0.547,0.747,0.854]"
19780,3.4546,0.000277,"[0.553,0.753,0.857]"
19790,3.3765,0.000277,"[0.543,0.740,0.867]"
19800,3.2486,0.000277,"[0.551,0.741,0.874]"
19810,3.3664,0.000277,"[0.542,0.748,0.863]"
19820,3.5995,0.000277,"[0.552,0.752,0.862]"
19830,3.4575,0.000277,"[0.542,0.736,0.860]"
19840,3.4556,0.000277,"[0.556,0.751,0.877]"
19850,3.3846,0.000277,"[0.541,0.748,0.869]"
19860,3.2877,0.000277,"[0.543,0.752,0.868]"
19870,3.4172,0.000277,"[0.546,0.748,0.867]"
19880,3.5652,0.000276,"[0.556,0.753,0.854]"
19890,3.5077,0.000276,"[0.547,0.734,0.850]"
19900,3.2538,0.000276,"[0.543,0.748,0.873]"
19910,3.5414,0.000276,"[0.564,0.748,0.845]"
19920,3.5479,0.000276,"[0.537,0.750,0.867]"
19930,3.4232,0.000276,"[0.544,0.737,0.855]"
19940,3.4332,0.000276,"[0.542,0.746,0.880]"
19950,3.2422,0.000276,"[0.556,0.735,0.860]"
19960,3.6285,0.000276,"[0.539,0.736,0.854]"
19970,3.2903,0.000276,"[0.540,0.730,0.871]"
19980,3.4938,0.000276,"[0.531,0.750,0.867]"
19990,3.2589,0.000276,"[0.547,0.737,0.869]"
20000,3.4608,0.000276,"[0.549,0.741,0.872]"
20010,3.4030,0.000276,"[0.549,0.747,0.877]"
20020,3.4664,0.000276,"[0.542,0.747,0.882]"
20030,3.3871,0.000276,"[0.547,0.752,0.867]"
20040,3.3112,0.000276,"[0.568,0.758,0.877]"
20050,3.3416,0.000276,"[0.560,0.749,0.886]"
20060,3.3739,0.000276,"[0.556,0.759,0.878]"
20070,3.5414,0.000276,"[0.553,0.747,0.867]"
20080,3.3550,0.000276,"[0.545,0.728,0.861]"
20090,3.3667,0.000276,"[0.546,0.743,0.864]"
20100,3.4613,0.000276,"[0.544,0.735,0.855]"
20110,3.3637,0.000276,"[0.548,0.735,0.867]"
20120,3.2731,0.000276,"[0.549,0.754,0.881]"
20130,3.4804,0.000276,"[0.554,0.742,0.865]"
20140,3.7278,0.000276,"[0.564,0.768,0.863]"
20150,3.4414,0.000276,"[0.540,0.753,0.854]"
20160,3.2411,0.000276,"[0.555,0.743,0.861]"
20170,3.5177,0.000276,"[0.562,0.746,0.864]"
20180,3.4525,0.000276,"[0.542,0.759,0.875]"
20190,3.4931,0.000276,"[0.550,0.750,0.880]"
20200,3.3207,0.000276,"[0.543,0.739,0.861]"
20210,3.5973,0.000276,"[0.538,0.750,0.843]"
20220,3.5783,0.000276,"[0.556,0.749,0.887]"
20230,3.4355,0.000276,"[0.542,0.737,0.870]"
20240,3.5678,0.000276,"[0.546,0.750,0.862]"
20250,3.5024,0.000276,"[0.544,0.751,0.869]"
20260,3.5386,0.000276,"[0.546,0.754,0.866]"
20270,3.5078,0.000276,"[0.543,0.732,0.863]"
20280,3.4478,0.000276,"[0.546,0.757,0.861]"
20290,3.4466,0.000275,"[0.541,0.746,0.871]"
20300,3.3499,0.000275,"[0.554,0.753,0.882]"
20310,3.5092,0.000275,"[0.556,0.750,0.875]"
20320,3.6040,0.000275,"[0.545,0.757,0.864]"
20330,3.3043,0.000275,"[0.556,0.750,0.875]"
20340,3.5957,0.000275,"[0.546,0.747,0.851]"
20350,3.4562,0.000275,"[0.549,0.748,0.858]"
20360,3.5254,0.000275,"[0.567,0.755,0.870]"
20370,3.3879,0.000275,"[0.546,0.754,0.865]"
20380,3.3402,0.000275,"[0.546,0.733,0.856]"
20390,3.4397,0.000275,"[0.550,0.744,0.867]"
20400,3.3862,0.000275,"[0.544,0.735,0.862]"
20410,3.3070,0.000275,"[0.552,0.737,0.862]"
20420,3.4259,0.000275,"[0.554,0.740,0.852]"
20430,3.4028,0.000275,"[0.547,0.737,0.867]"
20440,3.3890,0.000275,"[0.538,0.741,0.871]"
20450,3.4395,0.000275,"[0.555,0.751,0.872]"
20460,3.3610,0.000275,"[0.555,0.747,0.855]"
20470,3.5412,0.000275,"[0.561,0.746,0.866]"
20480,3.3861,0.000275,"[0.555,0.751,0.863]"
20490,3.2992,0.000275,"[0.554,0.743,0.867]"
20500,3.4122,0.000275,"[0.550,0.739,0.859]"
20510,3.4426,0.000275,"[0.552,0.752,0.860]"
20520,3.4933,0.000275,"[0.550,0.740,0.859]"
20530,3.5005,0.000275,"[0.572,0.765,0.853]"
20540,3.3619,0.000275,"[0.542,0.742,0.858]"
20550,3.4325,0.000275,"[0.556,0.761,0.870]"
20560,3.5027,0.000275,"[0.543,0.740,0.866]"
20570,3.2742,0.000275,"[0.561,0.750,0.872]"
20580,3.3470,0.000275,"[0.555,0.747,0.870]"
20590,3.5492,0.000275,"[0.557,0.746,0.864]"
20600,3.4220,0.000275,"[0.533,0.748,0.859]"
20610,3.4496,0.000275,"[0.563,0.757,0.864]"
20620,3.3209,0.000275,"[0.554,0.742,0.873]"
20630,3.4573,0.000275,"[0.554,0.753,0.876]"
20640,3.4483,0.000275,"[0.537,0.745,0.849]"
20650,3.5089,0.000275,"[0.547,0.765,0.859]"
